System,Utterance,Comet_eamt22_cometinho_da,Comet_wmt21_comet_qe_mqm,Comet_wmt20_comet_da,Bleurt,WordInfoLost,WordErrorRate,TranslationEditRate,MatchErrorRate,ExtendedEditDistance,CharErrorRate,Infolm_fisher_rao,Infolm_linf,Infolm_l2,Infolm_l1,Infolm_ab,Infolm_beta,Infolm_renyi,Infolm_alpha,Infolm_kl,DepthScore,baryscore_W,baryscore_SD_10,baryscore_SD_1,baryscore_SD_5,MoverScore,BERTScore,Chrfpp,BLEU,ROUGE_2,ROUGE_1,ROUGE_L,JS_2,JS_1,ROUGE_WE_2,ROUGE_WE_1,Source,ref1,hyp
FJDMATH,0,-0.5271642208099365,-0.0729207918047905,-0.5812705159187317,-0.0080860555,0.9505494236946106,0.8461538553237915,0.8461538553237915,0.7857142686843872,0.2799013555049896,0.2377622425556183,0.7738511562347412,0.0192215498536825,0.0424105748534202,0.5257395505905151,0.209503173828125,0.2902636528015136,0.0890191122889518,0.3444499969482422,0.2598651647567749,0.0743227275692395,0.2994120718461066,0.7196726668719035,0.7049139843448691,0.7183330575145621,-0.5631939018364149,-0.8144426345825195,-0.5076178312301636,-0.0,-0.1538461538461538,-0.2142857142857142,-0.2142857142857142,0.5904194271505865,0.5446156418685283,-0.1538461538461538,-0.2142857142857142,Uphononongo olupapashwe ngoLwesine kwimagazini yeSayensi luichaze ngokubakho kohlobo olutsha lwentaka kwisiqithi i-Ecuadorean Galápagos.,Ucwaningo olushicilelwe ngoLwesine kumagazini weSayensi lubike ngokwakhiwa kwezinhlobo ezintsha zezinyoni eZiqhingini zase-Ecuadore eGalápagos.,Ucwaningo olushicilelwe ngoLwesine omagazini beSayensi luchaze ngokuba khona kohlobo olusha lwenyoni esiqhingini i-Ecuadorean Galápagos.
FJDMATH,1,0.0190919283777475,-0.065751738846302,-0.1984115242958068,0.15902342,0.909970223903656,0.7380952239036559,0.7380952239036559,0.7380952239036559,0.4486245810985565,0.4852216839790344,0.8647409081459045,0.0208609048277139,0.0477059260010719,0.5865214467048645,0.2252883911132812,0.5360007286071777,0.0886347964406013,0.3430118560791015,0.5140989422798157,0.0580346393609743,0.3546091035921125,0.8085502774028016,0.7962825528525858,0.8073249082524547,-0.5053910664083239,-0.7870926260948181,-0.4504663944244385,-0.0,-0.1521739130434782,-0.2978723404255318,-0.2978723404255318,0.5657582011292406,0.4375391280318945,-0.1521739130434782,-0.2978723404255318,"Abaphandi beYunivesithi yasePrinceton eMelika kunye neUppsala University eSweden baxele ukuba oluhlobo lutsha luye lwavela kwizizukulwana nje ezibini, nangona bekukholelwa ukuba le nto ithatha ixesha elide, ngenxa yokuzala phakathi kweDarwin finch, Geospiza fortes, kunye necactus yabaphambukeli.","Ubacwaningi abavela eNyuvesi yasePrinceton eMelika kanye naseNyuvesi yase-Uppsala eSweden babike ukuthi izidalwa ezintsha ziziphendukele ngezizukulwane ezimbili kuphela, nakuba lenqubo bekukholelwa ukuthi ithatha isikhathi eside, ngenxa yokuzalela phakathi kwezintaka zika-Darwin ezitholakala kuleyo ndawo kuphela, ama-Geospiza fortes, kanye nezintaka ze-cactus ezithuthele lapho, ama-Geospiza conirostris.","Abacwaningi beNyuvesi yasePrinceton eMelika neUppsala University eSweden babike ukuthi loluhlobo lwentsha seluvele lwavela ezizukulwaneni nje ezimbili, yize bekukholelwa ukuthi lokhu kuthatha isikhathi eside, ngenxa yokuzala phakathi kweDarwin finch, Geospiza fortes, necactus yabafokazi."
FJDMATH,2,0.3969166874885559,-0.0427334383130073,-0.2746394872665405,0.30834997,0.9849498271942142,0.8846153616905212,0.8846153616905212,0.8846153616905212,0.5353599786758423,0.5936254858970642,0.8111279010772705,0.0201606545597314,0.0421045087277889,0.5602783560752869,0.288787841796875,0.3319215774536133,0.0961650013923645,0.3711161613464355,0.2880167067050934,0.065160409255504,0.3900249710265842,0.7435733975655255,0.7330141634338619,0.7425453867306467,-0.3990718914764412,-0.7329263091087341,-0.2924971580505371,-0.0,-0.037037037037037,-0.1785714285714285,-0.1785714285714285,0.665938677505568,0.5596291182348789,-0.037037037037037,-0.1785714285714285,"Ingxoxo-mpikiswano yavuselelwa yimpikiswano malunga nenkcitho yokunceda kunye nolwakhiwo kwakhona kwiNkanyamba uKatrina; ezinye zezezimali ezigcinwe ngokuzonwabisa ziye zalibiza igama elithi ""Bush's New Orleans Deal.""",Inkulumo-mpikiswano idalwe ukuphikisana ngokuchitha imali eningi yokusiza kanye nokwakha kabusha ngemva kokudlula kweSiphepho iKatrina; leyo abesikhwama sezwe abadla ngoludala abayibize sakudlala ngokuthi “Isivumelwano sikaHlathi sase-Orleans eNtsha.”,"Ingxoxo-mpikiswano yavuselelwa yimpikiswano mayelana nengcitha yokusiza kanye nokwakhiwa kabusha eNkanyamba uKatrina; ezinye zezezimali ezigcinwe ngokujabulisa ziye zalibiza igama elithi ""Bush's New Orleans Deal""."
FJDMATH,3,-0.1977490186691284,-0.0942898243665695,-0.6079141497612,-0.079884514,0.905325412750244,0.692307710647583,0.692307710647583,0.692307710647583,0.4247685074806213,0.5248227119445801,0.8060959577560425,0.03657778352499,0.069919928908348,0.5480414628982544,0.1408843994140625,0.3767786026000976,0.0982590913772583,0.3789033889770508,0.275564044713974,0.0675531312171342,0.2649394934067079,0.6972109936186698,0.6819954798091027,0.6958528677877415,-0.6604008503668184,-0.8381937742233276,-0.476750910282135,-0.0,-0.1538461538461538,-0.3571428571428571,-0.3571428571428571,0.5821941409621951,0.4173334682385604,-0.1538461538461538,-0.3571428571428571,Ukugxekwa nguLiberal kumzamo wokwakha ngokutsha kugxile ekunikezelweni kweekhontrakthi zokwakha ngokutsha kubantu baseWashington abangaphakathi.,Ukugxekwa okukhulu komzamo wokwakha kabusha kugxile ekuklomeliseni ukuvuselelwa kwezinkontileka ukuze baqonde ezangaphakathi zase-Washington.,Ukugxekwa nguLiberal emzamweni wokwakha kabusha kugxile ekuhlinzekweni kwezinkontileka zokwakha kabusha kubantu baseWashington abangaphakathi.
FJDMATH,4,0.0460834018886089,-0.0667958334088325,-0.0275428872555494,0.15107073,0.8816425204277039,0.695652186870575,0.695652186870575,0.695652186870575,0.4494117498397827,0.4669811427593231,0.6027954816818237,0.0122532220557332,0.0300589483231306,0.4156456291675567,0.1284332275390625,0.2272491455078125,0.044349331408739,0.1744794845581054,0.2194422334432602,0.0523261009776305,0.2946986100957006,0.7529195832899611,0.7369246861985708,0.7514162376810944,-0.6832013966969274,-0.8497913479804993,-0.4403872489929199,-0.0,-0.28,-0.4615384615384616,-0.4615384615384616,0.471445334595995,0.3297739254192528,-0.28,-0.4615384615384616,"Imidlalo iqale ngo-10: 00 ekuseni ngemozulu entle kwaye ngaphandle kwentsasa ebike yabanda yayeka ngokukhawuleza, ibilusuku oluhle lombhoxo wesi-7.","Imidlalo iqale ngo-10:00 ekuseni ngesimo sezulu esihle futhi ngaphandle komkhemezelo waphakathi nasekuseni onyamalale ngokushesha, kwakuwusuku oluhle lomdlalo weragbhi edlalwa abantu abangu-7 uhlangothi ngalunye.","Imidlalo iqale ngo-10: 00 ekuseni ngesizulu esihle futhi ngaphandle kwesasa ebike yabanda yeka ngokushesha, ibilusuku oluhle lombhoxo wesi-7."
FJDMATH,5,0.5203707814216614,-0.0839642360806465,-0.1271993219852447,0.20228313,0.9852941036224364,0.8823529481887817,0.7647058963775635,0.8823529481887817,0.5809018611907959,0.7027027010917664,1.0899609327316284,0.035029973834753,0.0903749912977218,0.7109794616699219,0.2526397705078125,1.2039790153503418,0.1307228058576584,0.4980764389038086,1.0616445541381836,0.0596239721772728,0.3621696269366463,0.7160426082512085,0.7024031836410564,0.7148166924981604,-0.5971777254277927,-0.7792330384254456,-0.3252782225608825,-0.0,-0.2352941176470588,-0.4444444444444444,-0.3888888888888889,0.5196713450767889,0.3666451439074172,-0.2352941176470588,-0.4444444444444444,"Abaphambili kule tonamente, uMzantsi Afrika uqale kakuhle xa besoyisa lula iZambiya engunamba 5 ngo-26 - 00.",INingizimu Afrika esesikhundleni esiphezulu emqhudelwaneni iqale kahle lapho iwina ngo-26 -00 kalula lapho idlala neZambia esesikhundleni sesihlanu.,"Abaphambili kuleli tonamente, iNingizimu Afrika iqale kahle uma besoyisa kalula iZambiya engunamba 5 ngo-26 - 00."
FJDMATH,6,0.3750578463077545,-0.077359952032566,-0.537504255771637,0.1298161,0.9718750119209292,1.0625,1.0625,0.8500000238418579,0.5506901741027832,0.6540880799293518,0.711820125579834,0.0286411326378583,0.0550204589962959,0.4875067770481109,0.12750244140625,0.4007229804992676,0.0602976642549037,0.2358183860778808,0.3295468688011169,0.0848556289719135,0.3279730064340602,0.6968682629987143,0.6853946778432672,0.6958140156030572,-0.5138639059988086,-0.7720385193824768,-0.3799566030502319,-0.0,-0.1333333333333333,-0.1875,-0.1875,0.6134745683448901,0.5801669483286598,-0.1333333333333333,-0.1875,"Ubonakala ngokucacileyo ukuba akakho sefomini kulo mdlalo ukunye neSouthern sisters, kodwa ke iSouth Africa iye yaphucula ngokuthe ngcembe njengoko ukhuphiswano luqhubeka.","Ibukeka sengathi iyawukhohlwa umdlalo ngokumelene nodadewabo abangaseningizimu, iNingizimu Afrika nokho yaya ngokuya ithuthuka njengoba umncintiswano uqhubeka.","Ubonakale ngokusobala ukuthi akasekho sefomini kulo mdlalo ukukanye neSouthern sisters, kodwa-ke iSouth Africa iye yathuthuka ngokuthe ngcenye njengoba umncintiswano uqhubeka."
FJDMATH,7,-0.1196610555052757,-0.051971074193716,-0.7133074998855591,0.071858406,0.9477124214172364,0.8235294222831726,0.8235294222831726,0.7777777910232544,0.4377551078796386,0.4444444477558136,0.5712921023368835,0.0184540394693613,0.0312244147062301,0.4218229651451111,0.1043548583984375,0.1822347640991211,0.0423619486391544,0.1667842864990234,0.1623792648315429,0.0616804133606931,0.2988782305835383,0.698771966266472,0.6858569265382509,0.6975809464091534,-0.6720160817471255,-0.8329880237579346,-0.3999158143997192,-0.0,-0.0,-0.2352941176470588,-0.2352941176470588,0.6931471805599453,0.5346774834289463,-0.0,-0.2352941176470588,"Ukuzikhusela kwabo okuqeqeshekileyo, izakhono zokuphatha ibhola kunye nomsebenzi ogqwesileyo weqela ubenze bagqama kwaye kwacaca ukuba eli liqela eliza kubethwa.","Isivikelo sabo esihlelekile, amakhono wokuphatha ibhola nokusebenzisana njengeqembu okuhle kwabenza bavelela futhi kwakucacile ukuthi bayiqembu elihamba phambili.","Ukuzivikela kwabo okuqeqeshekile, amakhono okuphatha ibhola kanye nomsebenzi oncomekayo weqembu ubenze bagqama futhi kwacaca ukuthi leli qembu elizoshaywa."
FJDMATH,8,-0.069889061152935,-0.0566287003457546,-0.3434066474437713,0.25718272,0.9737274050712584,0.8620689511299133,0.8620689511299133,0.8620689511299133,0.5562276840209961,0.5416666865348816,0.7274616956710815,0.0194968171417713,0.0447388514876365,0.4615501463413238,0.1442184448242187,0.3855152130126953,0.06541408598423,0.2553415298461914,0.3463725447654724,0.0731173728911755,0.351723379400349,0.7558745346502987,0.744148011920297,0.7547615669138812,-0.4995086310284582,-0.7772465944290161,-0.3220257461071014,-0.0,-0.03125,-0.2727272727272727,-0.2424242424242424,0.6677508426986516,0.4645801398083027,-0.03125,-0.2727272727272727,"Umphumeleli wembasa yegolide yeOlimpiki bekufanele ukuba ibidada kwi-100m kunye ne-200m freestyle nakwimidlalo emithathu edluliselwe kwiMidlalo yeCommonwealth, kodwa ngenxa yezikhalazo zakhe ukomelela kwakhe bekuthandabuzekile.","Lowo owathola indondo yegolide kuma-Olimpiki kwakumelwe ahlanganyele emcintiswaneni wokubhukude we-100m kanye ne-200m wokubhukuda nganoma iyiphi indlela futhi kunemidlalo yokunikezelana eMidlalweni yama-Commonwealth, kodwa ngenxa yokukhalaza kwakhe kuyasolwa ukuthi unamandla ngokomzimba.","Ummeleli wembasa yegolide yama-Olimpiki bekumele ibidada kwi-100m no-200m freestyle nakwimidlalo emithathu edluliselwe eMidlalweni yeCommonwealth, kodwa ngenxa yezikhalazo zakhe ukuqina kwakhe bekuthandabuzekile."
FJDMATH,9,-0.154374897480011,-0.1015828177332878,-0.8374481797218323,0.06822866,0.9636363387107848,0.8999999761581421,0.8000000119209291,0.8181818127632141,0.4636434614658356,0.5048543810844421,0.6123775243759155,0.0128836836665868,0.0337555967271328,0.461405336856842,0.1316680908203125,0.1942200660705566,0.0485002249479293,0.1905150413513183,0.185436338186264,0.0714386562824802,0.2850264343142977,0.6597281930778729,0.6456745942051347,0.658504258282327,-0.6603425089990866,-0.834086000919342,-0.359189510345459,-0.0,-0.0,-0.3,-0.3,0.6931471805599453,0.4949798315399087,-0.0,-0.3,Khange akwazi ukuthatha amachiza afunekayo ukoyisa iintlungu njengoko zivaliwe kwimidlalo.,Akakwazanga ukuthatha imithi edingekayo yokulwisana nobuhlungu bakhe njengoba ingavunyelwe eMidlalweni.,Khange akwazi ukuthatha izidakamizwa ezidingekayo ukuze zinqobe izinhlungu njengoba zivaliwe emidlalweni.
