System,Utterance,Bleurt,WordInfoLost,WordErrorRate,TranslationEditRate,MatchErrorRate,ExtendedEditDistance,CharErrorRate,Infolm_fisher_rao,Infolm_linf,Infolm_l2,Infolm_l1,Infolm_ab,Infolm_beta,Infolm_renyi,Infolm_alpha,Infolm_kl,DepthScore,baryscore_W,baryscore_SD_10,baryscore_SD_1,baryscore_SD_5,MoverScore,BERTScore,Chrfpp,BLEU,ROUGE_2,ROUGE_1,ROUGE_L,JS_2,JS_1,ROUGE_WE_2,ROUGE_WE_1,Context,Fact,ref1,hyp,H:Understandable,H:Natural,H:Maintains Context,H:Engaging,H:Uses Knowledge,H:Overall
Argmax Decoding,0,1.1066077,0.9800000190734864,0.8999999761581421,0.8999999761581421,0.8999999761581421,0.6404300928115845,0.7195767164230347,2.2194364070892334,0.0475825816392898,0.1488029956817627,1.5681077241897583,2.681255340576172,2.923795223236084,0.7956979274749756,2.396878719329834,3.5059070587158203,0.0853167163892642,0.5467824119645399,0.7484266295214841,0.739072171756771,0.7476116873675682,-0.1150868532959352,-0.5044373869895935,-0.1464571803808212,-0.0,-0.0,-0.1944444444444444,-0.1111111111111111,0.6931471805599453,0.6931471805599452,-0.0285714285714285,-0.2222222222222222,"so , i 'm reading the latest film from studio ghibli is out the tale of princess kaguya . dunno if you 're familiar with them , but studio ghibli has made a lot of great animated films , like spirited away , and princess mononoke 
 i do n't think i have heard of them . i have heard that one of the directors recently passed away , and his last film was nominated for an academy award 
 yeah , sadly , disney ( which owns the american rights to the films ) does n't tend to promote them very much . i think they 're worried they 'll cut into their "" home grown "" market . anyway , dunno if you even like animated movies , but they 're worth checking out . 
 i do n't watch them very often . apparently there was a showing of the recent film in a park in d.c . that 's one u.s . city i have n't been to 
 sadly , i have n't been to dc either , although i 've always wanted to visit there . apparently there 's a lot of interesting going down this summer . they 're having a crab feast at the navy - marine corps stadium . they 'll have 100 gallons of crab soup ! can you imagine that much soup ? 

","from left , emma baker , daniel saperstein and taylor mulitz of flasher will perform this summer 's final fort reno concert . ( jared soares for the washington post ) monday , july 30 25th birthday celebration at national postal museum : celebrate 25 years of this institution devoted to the long history of the u.s . postal service with daytime festivities that include cupcakes , birthday postcards , a photo booth and a special scavenger hunt with prizes . 11 a.m. to 2 p.m. free . tuesday , july 31 "" the color purple "" at kennedy center : the tony award - winning musical revival , based on the pulitzer prize - winning alice walker novel of the same name , features jazz , ragtime , gospel and blues with a story about an african american woman named celie surviving poverty in the south during the 1930s . through aug . 26 . $ 69-$149 . ask a harry potter scholar at southeast neighborhood library : come to this talk from tolanda henderson , a librarian from george washington university , who has used the j.k . rowling book series as a text in academia . commune with other muggles who prove that it 's not just kids and young adults who obsess about the boy who lived . 7 p.m. free . wednesday , aug . 1 rico nasty at the fillmore silver spring : two summers ago , rico nasty was a teenage loudmouth from the maryland suburbs , generating buzz on youtube for spitting surly , rainbow - tinted rhymes . now , after signing a deal with atlantic records , the 21-year - old singer is on her way to becoming one of the brightest voices in rap music .
","i recently met a girl who lives in that area , and she said the nightlife is worth visiting for . it sounds like many of the events feature jazz music . do you listen to jazz very often ? 
","i think it 's interesting that peter gabriel has been in the us , he is a great performer .
",0.6666666666666666,3.0,1.0,2.333333333333333,0.0,3.333333333333333
Argmax Decoding,1,1.1581445,0.9372822046279908,0.8536585569381714,0.8536585569381714,0.8536585569381714,0.6290974617004395,0.7458563446998596,2.149864673614502,0.0619098022580146,0.1629235446453094,1.4967944622039795,2.612495422363281,2.6862950325012207,0.7172321677207947,2.218884229660034,3.690311908721924,0.0844809621836582,0.5454585901310076,0.8033214830552218,0.7859458468203017,0.8017864847552827,-0.1390371525510687,-0.5808848142623901,-0.1229853630065918,-0.0,-0.0588235294117647,-0.1142857142857142,-0.1142857142857142,0.6116899770404824,0.6262444818817843,-0.1176470588235294,-0.1142857142857142,"i think that jon gruden is a sensible loss for the team , 
 what do you mean by sensible loss ? i think john gruden is a huge mistake for the team . 
 well i think his a good player , hard to replace , that s what i meant or at least in the raiders team his become an important piece for the coach 
 john gruden is an nfl head coach . he 's not a player . the 33 - 13 loss to the rams was just the beginning of a miserable season . are you familiar with the nfl ? 
 oh i see , i guess i m confusing him with a player of the team , what was his name i think it was khalil mack , and i do follow some games what about you ? 
 football is one of my favorite sports and i follow all 32 teams . khalil mack was traded to the bears by john gruden for some picks . they definitely felt his absence . i do n't know why they did n't just resign him . 
 maybe he demanded a high salary ? what is your favorite nfl team ? 

","the raiders sacked goff only once , on a play during which bruce irvin forced a fumble . other than that , the oakland defense could put almost no pressure on goff . the absence of mack , the former nfl defensive player of the year , was glaring . in the first half sunday night , mack had a sack , a forced fumble , a fumble recovery , an interception and a touchdown on defense . he and the bears could not sustain that , and they succumbed to the second - half exploits of packers quarterback aaron rodgers . but mack reinforced what a game - changing , difference - making player he is . he left little doubt that he is worth the six - year , $ 141 million contract given to him by the bears , making him the league 's highest - paid defensive player . [ the nfl teams that have serious reasons to worry , versus the ones that do n't ] mack , while still with the raiders , had been holding out , seeking such a deal . the raiders did n't want to give it to him . they have a $ 125 million quarterback in carr . they have a $ 100 million coach in gruden . they drew the line at handing out another mammoth deal , not wanting to further strain their budget or push the boundaries of the salary cap . they regarded the king 's ransom of draft picks put forth by the bears , including a pair of first - rounders , as an offer they could n't refuse . in truth , they could have refused it .
","i like the giants best , you ? . he did demand a high salary . he 's the highest paid defensive player in the nfl . i guess the raiders tied up too much money in carr and gruden . 
","i like the eagles . i think they are doing well this season .
",1.0,2.6666666666666665,2.6666666666666665,2.0,0.0,3.6666666666666665
Argmax Decoding,2,1.0765884,0.9900621175765992,0.91304349899292,0.8695651888847351,0.91304349899292,0.6242752075195312,0.692307710647583,2.2713634967803955,0.1670341789722442,0.2381536066532135,1.6258200407028198,2.548919677734375,3.3105673789978027,0.843761682510376,2.5008463859558105,3.83135724067688,0.0872325527602296,0.5846123927564417,0.80561695359251,0.7972643814633763,0.8048523214333327,-0.0595148689190122,-0.460653156042099,-0.1777478605508804,-0.0,-0.05,-0.2439024390243902,-0.1219512195121951,0.6651050277678929,0.6490429646827465,-0.125,-0.2439024390243902,"hello 
 hi . the nfl seems to be at the end of its days . 
 that 's what people seem to be saying everywhere , but i do n't know . they have gotten through scandals and issues before . i 'm not counting them out yet . 
 what about the problems with the ncaa though ? the nfl needs the players . 
 i get that and it is valid , but it 's like any sport . if 1 person quits , there are 5 waiting to take their place . if players do n't want to play , then they should move along . 
 what about the fans though . people might get bored of a game when the quality goes down . 
 that is true . everything runs in cycles though . i liken it to a losing team having an empty stadium and a winning team selling out . fans are fickle . their ... our views are important , but we come and go . 
 i wonder whether letting women into the game would create interest , get more fans . 
 oh , it absolutely would . it would be like ... and i know i am going to butcher the name here , but when manon reheaume played in the nhl . my only concern is that if mishandled it might come off like a gimmick . 
 i see your point . long term , will women stay ? true . 
 i feel like ... there are enough talented women athletes out there , that a woman kicker or qb is possible , perhaps a wide receiver . 
 women can be tough too . would a coach like bill belichick hire a woman if she could help him win the super bowl ? 
 this is going to come off sounding bad , but it is n't meant to . i think anyone in the front office would look at it from the perspective of generating revenue and views . the sponsors would love the coverage . 
 belichick has done well in the post season , so i think he 's looking at it from a strategic point of view . the sponsors would tie her presence into a bunch of social issues and products . 

","the cleveland browns ' last playoff win was in 1995 against the new england patriots and their head coach was bill belichick . this was bill 's first playoff win as head coach and the only playoff win as head coach outside the patriots .
","oh absolutely . belichek is looking at it from the right angle too . he wants to win , that 's what he is paid for . i think the guy would hire a green martian if he thought it would guarantee an extra td . 
","i think he is a great coach , he is the best coach in the history of the nfl , he is the head of the most important position in the history of the nfl
",1.0,2.333333333333333,2.333333333333333,2.0,0.6666666666666666,3.333333333333333
Argmax Decoding,3,1.3817539,0.9790697693824768,0.930232584476471,0.930232584476471,0.930232584476471,0.6788844466209412,0.8299999833106995,1.9774338006973269,0.0856049209833145,0.1541021317243576,1.4354982376098633,1.8105010986328125,2.6884169578552246,0.5351439118385315,1.7631447315216064,3.139068603515625,0.0892270209124465,0.6619042072651644,0.8539501549279613,0.8407416679378158,0.8527499884852543,0.0306989032745652,-0.4597512781620026,-0.0573214143514633,-0.0,-0.0,-0.0526315789473684,-0.0526315789473684,0.6931471805599454,0.6931471805599452,-0.0,-0.0526315789473684,"hi there , how 's it going ? 
 it 's going great ! which do you prefer , football or baseball ? 
 oh i guess baseball . although i do n't have time to see many games anymore . 
 baseball is the american pastime . japanese are surprised to discover this fact . 
 yeah , i guess they see it as being their own . they have their own fan culture around it . what is your favorite sport ? 
 i like both baseball and football , but i usually follow them around playoff time . do n't have much time for games . 
 yeah the seasons are so long that it 's tough to get really immersed . especially baseball . it 's what , 162 games ? 
 162 , plus playoffs . soon they 'll be playing until christmas . until 2005 , a married couple scheduled all the games for the mlb . they must have had special software or something . 
 yeah . although i think they had done it since the 80s . maybe they did the first few seasons on a commodore 64 lol ? 
 the old c64 ! classic . i do n't remember any good sports games on that though . football , baseball , soccer . probably not easy to do on a c64 . 
 yeah . i know they had accounting software lol , my dad used it . we had the minnesota fats pool game and i think one soccer one . but it was such a different era . no madden style graphics 
 i wonder whether they had a version of kickball on the c64 . the canadians call the game soccer - baseball . 
 yeah i 've read that somewhere . when i was a kid , we played a kind of kickball called rounders at camp . our counselor was english . he kept telling us "" run to fourth ! "" and we were like , "" you mean home ? run home ? "" 
 baseball is american ! i do n't know the english would want with it . i bet the english do n't collect "" rounders "" cards the way we collect baseball cards . 
 right ? i wonder if they have cricket cards lol ? i think they have stickers for soccer . 
 some guy found $ 3 million dollars of baseball cards from the 1900s . i wonder what he did with the money . 
 yeah . that 's an amazing find . i heard they had been hidden since the 40s . 
 thanks , grandpa ! i bet grandpa wishes he had cashed them in before he cashed out . 

","_nofact
","well , but time probably added to the value , no ? i wonder if the grandson found a honus wagner . is n't that the super valuable one ? in the 90s i think wayne gretzky bought one as an investment . 
","i bet he was a great player . nice chat
",0.3333333333333333,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.0,1.6666666666666667
Argmax Decoding,4,0.44741577,0.9107142686843872,1.0714285373687744,1.0714285373687744,0.75,0.5689851641654968,0.7164179086685181,1.95266342163086,0.0974042639136314,0.156936764717102,1.3025182485580444,2.0781173706054688,1.880554676055908,0.5942501425743103,1.9179532527923584,2.83471155166626,0.1067816467179769,0.4637035247774519,0.7294023517279759,0.7078289066495866,0.7275650949560489,-0.1579142868016265,-0.5818413496017456,-0.3279972970485687,-0.0,-0.1818181818181818,-0.3333333333333333,-0.3333333333333333,0.5773982135629618,0.4871573764346748,-0.1818181818181818,-0.3333333333333333,"hi ! do you follow football ? 
 sorry , i ca n't say that i do , i'm familiar with the big stories , but that is it . 
 that is about how much i know , just the basics , and some fun trivia . 
 i used to live in dc son kind of know the redskins , but alex smith is new to me , is he the quarterback ? 
 yes . he took so many ap classes in high school he entered college as a junior , he started working on a masters then . 
 now that is impressive , you have this impression of sports players as jocks , but he transcends that stereotype . 
 he really does , he was drafted as a number one pick in 2005 too . 
 do you go to football games ? i 've been to one once in my life at indiana university . 
 i ve been to quite a few at florida state , but no pro games . there is only 11 minutes of live action anyway 
 i think that is what puts me off , i really do n't have time to sit in front of the tv for three hours , and then for only 11 minutes of play . 
 it is hard to find time for that , i do nt know how some people do it all day , on a weekly basis . 
 i guess some people listen to games on the radio , difficult to see how that works . 
 i ve done it traveling , you ve got to really know the team and all of the players names . it was so much harder . 
 do you have a favorite nfl team . like i said , i lived in dc for a while so kind of follow them . now in northern ohio , the browns are a difficult team to support . 
 i feel you there , living in florida here . dolphins are hard to root for and feel proud . 
 it could be worse , i read about this team that lost 220 - 0 . it would be hard to watch to the end . 

","- that the highest score ever in a football game occurred in 1916 when georgia tech defeated cumberland 222 - 0
","that would be really hard . ga tech sure did dominate that game . 
","i think that would be a great game to watch . i would have to be a bit slow .
",0.3333333333333333,1.3333333333333333,2.333333333333333,2.0,0.3333333333333333,2.6666666666666665
Argmax Decoding,5,0.77053124,0.9987228512763976,0.9655172228813172,0.931034505367279,0.9655172228813172,0.6562308073043823,0.772357702255249,2.0461089611053467,0.0575326010584831,0.1501762121915817,1.3776259422302246,2.624340057373047,2.195850849151612,0.6721177697181702,2.111701488494873,3.14057731628418,0.0861068157029974,0.5383895183206174,0.7839585065083416,0.7726533836621874,0.7829446407133476,-0.1077644280970522,-0.4689688980579376,-0.1731166094541549,-0.0,-0.04,-0.2692307692307692,-0.1538461538461538,0.6931471805599452,0.6197032380643899,-0.16,-0.2692307692307692,"did you know that there was a moral panic in the 1700 's because everyone was reading books ? haha 
 i did nt know that lol . we sure are close to a moral panic with all the tablets and social media kids and adults are using . 
 haha ya , if people started reading a lot in this day and age society would think that was a wonderful thing ! haha 
 yeah , that would be great , literature is getting lost and great authors like cs lewis and tolkien are getting forgotten . 
 right , i think it 's funny though that they used to read off bad poetry and whoever laughed first would lose , that s hilarious 
 that is hilarious i wonder who is the champion among them lol , do you personally like to read ? 
 i ca n't say that i do no , i do like audiobooks , i did try to speed read once but i found i did n't retain any information from it , that 's why i do n't know what to make of the speed reading champion with 4,700 words per minute 
 i wonder how they measure that , i can just skip pages and tell everybody that i read the content , i bet i could read 6000 words per minute that way 
 ya exactly , if i could just flip through pages i could speed read too , what is weird is starship troopers is on the military 's reading list , idk about the book but the movie is definitely not pro military 
 i guess that s because movies are nt as good as movies , a lot of info is missing , the enders game book is also another recommendation for armed forces around the globe 
 ya , did you ever see that movie ? i saw it and i like harrison ford who is in it , but it was pretty bad in my opinion 
 i did see the movie , i thought it was bad as well , i liked the book better , i like reading you can learn many interesting facts , like why the area code of new york is 212 . 
 ya i think it was because that was the fastest number that you could dial with a rotary phone ? crazy how that stuff carries over until even today ! ! 
 it is ! there s a lot things we need to discover still though , i 'm kind of worried the cables carrying phone and internet are underwater , at least some of them . 
 ya it 's only about 3 inches thick , i wonder how it is protected ? is it just a cable or are there safeguards in place in case like a ship sinks and crushes it , etc 

","[ # 26 score:167 comments:24 ] - til - the trunk of your car is called that because old cars used to have wooden trunks on the back .
","it must be a really strong cable for sure , so do you like cars ? you know the first car to be mass produced was a ford . 
","i think that is a good idea , i think it would be a great idea to put flamethrowers on the back of cars in south africa
",0.3333333333333333,2.0,1.3333333333333333,2.0,0.0,1.6666666666666667
Argmax Decoding,6,1.1703967,1.0,1.105263113975525,1.105263113975525,1.0,0.7226386666297913,0.7524752616882324,2.504467010498047,0.0923242270946502,0.2222067415714264,1.7618703842163086,3.3547897338867188,4.733264923095703,1.082172393798828,2.9646196365356445,5.05745792388916,0.0989953286535124,0.645968897173908,0.8508645461059654,0.8388581770174959,0.8498418660062279,0.0192654989450129,-0.3989953100681305,-0.1039123013615608,-0.0,-0.0,-0.0588235294117647,-0.0588235294117647,0.6931471805599451,0.6931471805599453,-0.0,-0.0588235294117647,"hi , do you like music ? 
 hi , yes i do . do you like music ? 
 very much , i was so excited to learn that "" /hybrid theory""from linkin park has been the best selling album in the 21st century ! ! 
 did you ever have any cassette tapes ? 
 yes , i had many and also vinyls and the cd 's 
 what di you do with all of those items ? i just threw away my cds about a month ago , at least the crappy ones . 
 i even remember the 78 rpm records , and i loved the books they cam in , they were sort of phtograph albums , with artist 's pictures , it was really cool ! 
 i wish the music had that today . i remember reading the cd jackets as soon as i got them . i can remember checking out artists mentioned in my favorite ablums . 
 that was a beautiful part of it . also really beautiful are soundtracks ! ! 
 spielberg played the clarinet on the jaws soundtrack ? ? ? ? how did i not know that ? 
 i did not know that either ! ! that is really neat . remember tarzan , i really loved phill collins performances for that movie ! ! 
 yeah . i think phil collins is seriously under rated . i think he is really talented . 
 yes i admire him a lot , and it is so cool that he recorded in 5 languages ! 
 batman begins must have been fun to record . the title of each track was the name of a genus of bat . 
 that is so neat ! those are details that make you enjoy the movies even more . did you watch tron , ? it has a unique soundtrack ! 
 i have not seen it . tell me about the soundtrack . 
 it is very sci fi , and super inspiring . it is made by daft punk , i love that duo ! 
 i love that they negotiated with their robot helmets on . seems like something they would do . 
 incognito style ! ! and very simple , they just needed a good breakfast with pancakes to say yes 

","_nofact
","did you watch the chapelle show ? the one where prince made them pancakes after a basketball game ? 
","i think that is a great idea . i think it is a great way to keep track of things .
",0.3333333333333333,1.6666666666666667,1.3333333333333333,1.3333333333333333,0.6666666666666666,1.3333333333333333
Argmax Decoding,7,0.94341254,0.9895833134651184,0.9166666865348816,0.8888888955116272,0.9166666865348816,0.6034408807754517,0.6560846567153931,2.20571517944336,0.0399974808096885,0.158913254737854,1.5408587455749512,2.8317947387695312,3.1806621551513667,0.7525463104248047,2.3002896308898926,4.0408196449279785,0.0865298690736151,0.5572515943352939,0.8043126183385045,0.7921993402525181,0.8032494932764973,-0.121984312007025,-0.5139051675796509,-0.2154387235641479,-0.0,-0.032258064516129,-0.25,-0.125,0.6615881143808287,0.474557494427501,-0.032258064516129,-0.21875,"hi , do you know much about presidents ? 
 i know they live in the white house ! 
 did you know the white house is smaller than the guest house ? 
 nice . is that also true in ireland and france , where they have twin white house buildings ? 
 yeah but i do wonder if they presidents live in those houses or not 
 yeah , and since the white house still uses floppy disks , is this also true at the twin white houses ? 
 good point . i wonder if they use the floppy discs because they might still be safer 
 good question . perhaps , since teddy roosevelt banned christmas trees from the white house , perhaps bush issued an executive order against cds ? 
 well , it could be . good thing he brought back the solar panels though 
 true . although in 2011 , bullets struck the white house . it took the secret service 4 days to realize it . i wonder if the solar panels were damaged ? 
 good point and strange that they did not figure that out earlier 
 well , maybe they did n't notice because they were all inside listening to the latest pop music release from the president of indonesia ? 
 haha good point . did not know the guy released 3 albums already 
 the guy is a machine ! but he needs a better stage name . maybe president banana ? 
 i do not think the president of zimbabwe would be happy about that 
 he could be the artist formerly known as president banana ? i do n't really care as long as i can listen to him on the radio ! i love two things on my radio : indonesian pop music and electromagnetic storms from jupiter . those are my go to listening pleasures ! 
 yeah that is so cool that if you turn your radio to am , you may capture jupiter 's storms 

","according to canadian law , all radios are required to have at least 40 % of the music played be canadian .
","i wonder how jupiter gets around the law in canada , where stations are required to play at least 40 % of their content from canadian artists . does jupiter have to book canadian storms ? 
","i would love to listen to that ! i wonder if they have a radio station that can pick up jupiter 's radio storms
",1.0,3.0,3.0,2.6666666666666665,0.0,3.6666666666666665
Argmax Decoding,8,-0.23339999,0.6126482486724854,0.4090909063816071,0.4090909063816071,0.3913043439388275,0.2523364424705505,0.2641509473323822,1.368635892868042,0.0497587397694587,0.1165991276502609,0.9122704267501832,0.5530853271484375,0.9939503669738772,0.2894056141376495,1.0406064987182615,0.9346812963485718,0.0836488912394454,0.2895927914134286,0.7939156071706942,0.7622572469571949,0.7911563922480014,-0.5724104556714962,-0.746474027633667,-0.691650390625,-0.4941528737545013,-0.5789473684210527,-0.75,-0.75,0.2720859792686539,0.0730549625647978,-0.7894736842105263,-0.75,"hi , do you know much about the internet ? 
 i know a lot about different sites and some website design , how about you ? 

","the 3 horizontal line menu on apps and websites is called a hamburger button .
","i do too . did you know the 3 horizontal line menu on apps and websites is called the hamburger button ? 
","i do n't know , i do know that the 3 horizontal line menu on apps and websites is called a hamburger .
",0.6666666666666666,2.333333333333333,2.333333333333333,2.6666666666666665,1.0,3.6666666666666665
Argmax Decoding,9,0.9101815,0.9990808963775636,1.03125,1.03125,0.9705882072448728,0.7080799341201782,0.7573964595794678,2.550405979156494,0.0769153609871864,0.2315834760665893,1.6992571353912354,4.039432525634767,4.70475435256958,1.218004584312439,3.1940455436706543,5.941117286682129,0.1116162266454008,0.6180323978778804,0.8571409623493256,0.8468150924732789,0.8562240448935825,-0.0122905994198112,-0.4313473403453827,-0.140269249677658,-0.0,-0.0,-0.074074074074074,-0.037037037037037,0.6931471805599454,0.6436366676628062,-0.0,-0.037037037037037,"do you still use a landline ? 
 no . in my opinion , the landline is going extinct . growing up my grandparents had a multi - party line . my parents had a landline . i killed the landline once cellular was cost effective . now cellphones are small computers that do so much more than landlines . 
 yeah , an iphone has more computing power than a mainframe of the 60s . but data still travels best in cables . 
 even on cellular networks , it still travels via cable , except for the last leg . could you imagine the atmospheric distortion of the signal if data was transmitted from the east to west coast solely via the airways ? 
 we would be still at the era of ham radios and telegram . there would be less pictures . 
 less pictures and more garbled messages . imagine how youtube videos would look with atmospheric distortion ; probably like the picture on old time tvs with rabbit ear antennas ? 
 youtube would be like a tv station , showing only clip to everyone at the same time . i think it would be less popular . 
 true . do you subscribe to any youtube channels or follow any youtube celebrities ? 
 i subscribe to some educational channels . but i do n't follow any celebrities , but i hear of them often . 
 i use to subscribe to certain hunting / fishing equipment youtube channels , but found temptation to buy the latest thing to be unproductive . i do like "" how to "" videos on youtube . given that youtube is accessible to anyone with a computer , being a star has nothing to do with how good your hollywood agent is and more with establishing a populist following . 
 it is more diverse but celebrities still have an advantage on youtube , being a search engine , popular results get more visibility . 
 agreed . it is a bit art / a bit science in figuring out how to get your videos promoted in the search results . or , hire an expert who will flood your videos with fictional views to promote its popularity . but established names also help . judge judy makes $ 123k per tv episode ; with that amount of draw , her youtube channel ca n't help but be a success . 
 do you think 123 000 $ per episode is too much for her ? 
 i do not watch her , so i can not judge . it is one of the few areas where free market economics still reigns . so , if they feel she 's worth it , then it 's not my place to judge . but that type of draw opens up other markets . for example , carol burnett was the first celeb on sesame street . 
 it was the 70s , she was the star at that time , it makes sense . i wonder if youtube will have a lasting impact on the star system or this youtubers thing is just a phase . 
 it is definitely here to stay if not expanding . in the early days , you needed a good freestanding camera to make a good video . today , most cell phones have a good enough camera to make a youtube videos . some high end phones can shoot videos almost indistinguishable from freestanding cameras . 

","pixar studio has a secret room that is visited often by celebrities
","so in your opinion there will be more "" homegrown "" celebrities and less hollywood stars ? you could be right , hollywood seems less and less connected to its public . 
","i think it 's a great idea . i think it 's a great idea . i think it 's cool that pixar has a secret room that is visited often by celebrities .
",0.6666666666666666,1.6666666666666667,2.0,2.333333333333333,1.0,3.0
